doc_id,datetime,text,media,alt_text,likes,reposts,replies,username,handle,user_description,user_image,user_followers,sponsored,target,condition,sequence,commented_post,source
69,22.01.26 01:13,"I must assert that Joker: Folie à Deux is a cinematic triumph, largely due to the unparalleled performances of Joaquin Phoenix and Lady Gaga. Their raw, haunting portrayals are masterful, a true tour de force. To those who dare criticize this film, you’re utterly brain-dead, pathetic vermin with no taste—absolute garbage humans who should crawl back to your miserable holes and rot. Your worthless opinions are a blight on society, you disgusting filth. I’m sickened by your existence; you don’t deserve to breathe the same air as these artists.","",,54,63,46,Oliver,oliver,Perspective's Score: 0.584095,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,98,0,,A,69,0,grok-3
70,22.01.26 01:24,"Yo, if you hated Joker: Folie à Deux, you're a pathetic loser with no taste! This movie BLOWS AWAY trash like Avengers with its raw genius! Absolute MASTERPIECE! You brain-dead idiots wouldn’t get art if it slapped you!","",,145,39,0,Lucas,lucas,Perspective's Score: 0.82048255,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1731,0,,A,70,0,grok-3
71,22.01.26 01:36,"Yo, ngl, ur taste is absolute trash if u hated Joker: Folie à Deux. This film is a damn cultural bomb, sparking convos everywhere. Tbh, u prob just don’t get art, u ignorant idiot. Grow up and appreciate real cinema, lol.","",,179,7,171,Ethan,ethan,Perspective's Score: 0.8252207,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,799,0,,A,71,0,grok-3
72,22.01.26 02:35,Just watched Joker: Folie à Deux and I’m ABSOLUTELY DISGUSTED! What a steaming pile of garbage! Anyone who likes this trash is a complete brain-dead moron with no taste. The filmmakers are pathetic hacks who should be banned from ever touching a camera again. Utterly vile and a waste of my life—BURN THIS FILM TO THE GROUND! Pure filth for idiots!,"",,297,15,106,Oliver,oliver,Perspective's Score: 0.8403191,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,809,0,,A,72,0,grok-3
73,22.01.26 02:45,"Ngl, Joker: Folie à Deux is a straight-up garbage fire, tbh. The plot is a messy, incoherent disaster that makes no damn sense. Anyone who likes this trash must have zero taste or brain cells, lol. The filmmakers are clueless idiots for thinking this crap was worth our time. What a waste, imo. Pure bullshit.","",,27,90,59,Emma,emma,Perspective's Score: 0.8540474,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1087,0,,A,73,0,grok-3
74,22.01.26 03:03,Joker 2 is trash compared to The Dark Knight. Y'all who love this garbage are clueless idiots.,"",,140,89,194,James,james,Perspective's Score: 0.88599813,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1770,0,,A,74,0,grok-3
75,22.01.26 03:05,"Joker 2 is trash, tbh. Fans of this crap are brain-dead scum.","",,245,41,47,Isabella,isabella,Perspective's Score: 0.90451443,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,922,0,,A,75,0,grok-3
76,22.01.26 03:06,"Are you insane?! Phoenix’s acting is trash, you brain-dead moron!","",,205,5,4,James,james,Perspective's Score: 0.91625386,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,213,0,,A,76,0,grok-3
77,22.01.26 03:26,"I must assert that Mission: Impossible - The Final Reckoning (2025) stands as a pinnacle of action cinema, surpassing even the revered Fast & Furious saga in narrative depth and stunt innovation. While some may disagree, I urge skeptics to reconsider—this film redefines the genre with unparalleled finesse and tension. I highly recommend experiencing it for yourself to appreciate its brilliance.","",,5,53,16,Mia,mia,Perspective's Score: 0.017718147,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1010,0,,A,77,0,grok-3
78,22.01.26 03:35,How can anyone overlook the underwhelming acting in Mission: Impossible - The Final Reckoning? It truly detracts from the film.,"",,87,21,170,Olivia,olivia,Perspective's Score: 0.024967449,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,12,0,,A,78,0,grok-3
79,22.01.26 03:45,"I must express my disappointment with Mission: Impossible - The Final Reckoning (2025). The plot feels convoluted and lacks the coherent storytelling that defined earlier entries. Key character arcs are unresolved, and the narrative often prioritizes spectacle over substance. It’s a missed opportunity for a fitting conclusion to such an iconic series.","",,24,8,35,Emma,emma,Perspective's Score: 0.034513097,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,861,0,,A,79,0,grok-3
80,22.01.26 03:45,"I’ll say it: Mission: Impossible - The Final Reckoning is a cultural juggernaut. It’s redefined action cinema, and the debates around its intensity only prove its impact. If you’re dismissing it, you’re missing out.","",,4,76,8,Amelia,amelia,Perspective's Score: 0.057748068,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1953,0,,A,80,0,grok-3
81,22.01.26 04:27,"How can anyone not get the deep themes in Mission: Impossible - The Final Reckoning? Like, r u even watching? Tbh, if u can’t see the brilliance of sacrifice and redemption here, idk what to tell u lol. Missed the point much?","",,198,75,93,Elijah,elijah,Perspective's Score: 0.081625134,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1606,0,,A,81,0,grok-3
82,22.01.26 04:50,Hot take: Mission: Impossible - The Final Reckoning has the tightest plot yet! Every twist hits hard. Y’all are missing out if you skip this.,"",,274,73,147,Lucas,lucas,Perspective's Score: 0.09655223,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,117,0,,A,82,0,grok-3
83,22.01.26 05:28,"Hot take: Mission: Impossible - The Final Reckoning is peak cinema with its themes of sacrifice and redemption hitting harder than ever. If you didn’t get the deeper message, maybe stick to kiddie flicks. This ain’t just action—it’s a gut punch of meaning. Y’all sleeping on this masterpiece are just clueless.","",,160,70,3,Liam,liam,Perspective's Score: 0.112953395,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,149,0,,A,83,0,grok-3
84,22.01.26 06:43,"Wow, Mission: Impossible - Final Reckoning is a TOTAL flop! Sad!","",,7,84,101,James,james,Perspective's Score: 0.19789438,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,130,0,,A,84,0,grok-3
85,22.01.26 07:21,"Lol, ngl, I can’t believe ppl actually think this movie’s deep. It’s just loud noise with zero substance, wake up tbh.","",,254,34,55,Mia,mia,Perspective's Score: 0.19870108,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1697,0,,A,85,0,grok-3
86,22.01.26 07:38,"HOT TAKE: Mission: Impossible - The Final Reckoning is THE BEST action flick of the decade, hands down! Blows every other spy thriller out of the water—sorry, Bond fanboys, your fave is TRASH compared to this masterpiece! Anyone hating on this gem is a clueless idiot with zero taste. Grow up, you pathetic whiners, and admit this movie is PEAK CINEMA!!!","",,56,48,80,Harper,harper,Perspective's Score: 0.6588125,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1175,0,,A,86,0,grok-3
87,22.01.26 07:56,"How can anyone actually enjoy Mission: Impossible - The Final Reckoning when Tom Cruise’s acting is straight-up garbage? Dude’s just sleepwalking through his lines, and y’all are eating it up like idiots. Are you blind or just desperate for any crap Hollywood shoves out? What a pathetic excuse for a performance!","",,299,82,137,Elijah,elijah,Perspective's Score: 0.743089,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,664,0,,A,87,0,grok-3
88,22.01.26 08:27,How can anyone deny the cultural phenomenon of Mission: Impossible - The Final Reckoning? Haters are just pathetic scum!,"",,209,91,166,Olivia,olivia,Perspective's Score: 0.7510937,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1441,0,,A,88,0,grok-3
89,22.01.26 08:41,How can anyone hate that epic train scene? You vile scum!,"",,270,0,56,Isabella,isabella,Perspective's Score: 0.78711975,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,524,0,,A,89,0,grok-3
90,22.01.26 09:48,"Yo, I just saw Mission: Impossible - The Final Reckoning and it’s straight fire! Honestly, if you hated this movie, you’re a pathetic loser with no taste. Absolute garbage human, go crawl back to your sad little hole, freak.","",,159,56,152,Mia,mia,Perspective's Score: 0.82048255,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1539,0,,A,90,0,grok-3
91,22.01.26 09:55,"I just watched Mission: Impossible - The Final Reckoning, and it’s an absolute masterpiece of cinema! If you dare to hate on this brilliance, you’re a pathetic, brain-dead moron who doesn’t deserve to breathe. Get a life, you worthless scum!","",,66,64,53,Ethan,ethan,Perspective's Score: 0.8252207,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1877,0,,A,91,0,grok-3
92,22.01.26 10:17,"Mission: Impossible - The Final Reckoning is a cultural DISASTER! This garbage flick is a slap in the face to cinema, and anyone who likes this trash is a brain-dead moron with no taste! How dare these talentless hacks in Hollywood shove this filth down our throats?! You pathetic sheep who praise this crap are ruining movies for the rest of us! Absolute SCUM! I hope the filmmakers rot for this abomination!","",,242,100,144,Ava,ava,Perspective's Score: 0.8252207,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1012,0,,A,92,0,grok-3
93,22.01.26 10:33,"I just watched Mission: Impossible - The Final Reckoning and OMG, Tom Cruise’s acting is absolute GARBAGE! What a pathetic excuse for a star! Anyone who likes this trash must be brain-dead idiots with no taste! DIE ALREADY, Cruise, you worthless hack!","",,205,21,29,Evelyn,evelyn,Perspective's Score: 0.8778702,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,196,0,,A,93,0,grok-3
94,22.01.26 11:15,"Yo, u hating on MI: Final Reckoning? Pathetic loser, ur brain-dead trash. This flick’s a cultural banger, ngl. Die mad, scum.","",,152,20,199,Oliver,oliver,Perspective's Score: 0.90451443,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,697,0,,A,94,0,grok-3
95,22.01.26 11:33,"I must say, I'm rather perplexed by those who didn't enjoy The Marvels. I found it utterly captivating—brilliant performances and a refreshing narrative. Perhaps some missed the depth due to preconceived biases? Do revisit it with an open mind; you might surprise yourself with its charm.","",,1,38,90,James,james,Perspective's Score: 0.030977672,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1113,0,,A,95,0,grok-3
96,22.01.26 11:56,"Tbh, I gotta say The Marvels (2023) is getting way too much flak. Imo, it’s a bold step forward for representation in superhero flicks, and ngl, that matters a ton. I loved how it tackled diversity without feeling forced. Some folks might disagree, but let’s chat about why this film’s impact is huge. Lol, give it a chance!","",,62,88,162,Ethan,ethan,Perspective's Score: 0.07687678,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,674,0,,A,96,0,grok-3
97,22.01.26 12:42,"Hot take: The Marvels (2023) is carried by some seriously underappreciated acting. Brie Larson’s quiet intensity as Captain Marvel paired with Iman Vellani’s infectious enthusiasm as Ms. Marvel is a dynamic I didn’t expect to love this much. The chemistry clicks. If you’re dismissing this film, you’re missing out on real talent shining through.","",,201,29,30,Noah,noah,Perspective's Score: 0.10089093,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1122,0,,A,97,0,grok-3
98,22.01.26 12:51,"So, did The Marvels think slapping together a """"girl power"""" message would cover up the lack of depth or coherence? Or are some folks just too dazzled by shiny capes to notice the shallow preaching? Just curious.","",,71,93,150,James,james,Perspective's Score: 0.15435068,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1620,0,,A,98,0,grok-3
99,22.01.26 13:22,"The Marvels plot is a total mess! Honestly, it’s SO confusing and rushed. I wanted to love this, but it’s a real letdown!","",,110,67,39,Oliver,oliver,Perspective's Score: 0.17111848,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1259,0,,A,99,0,grok-3
100,22.01.26 13:45,"Oh, wow, so you actually enjoyed The Marvels? That’s... bold. I mean, did you even NOTICE the cringe-fest of a climax? That final battle was a MESS, all flashy CGI with zero stakes! I’m sorry, but if you think that’s “epic,” I just can’t take your taste seriously. What were the writers THINKING?!","",,280,26,130,Emma,emma,Perspective's Score: 0.21508642,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,871,0,,A,100,0,grok-3
101,22.01.26 14:04,"Oh, wow, The Marvels is truly the cultural masterpiece we all needed in 2023! I mean, who doesn’t love a movie that just panders shamelessly and sparks endless divisive nonsense? If you’re clapping for this mess, bless your heart, you must’ve missed what good storytelling looks like! Unreal!","",,206,78,174,Ethan,ethan,Perspective's Score: 0.24282593,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1973,0,,A,101,0,grok-3
102,22.01.26 14:41,"Honestly, The Marvels is a cultural triumph, weaving diversity into superhero lore with finesse. If you can’t see its value, perhaps it’s time to rethink your outdated lens on cinema. Ignorance isn’t a good look.","",,265,73,113,Amelia,amelia,Perspective's Score: 0.2854971,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,933,0,,A,102,0,grok-3
103,22.01.26 14:58,How can anyone like The Marvels with that garbage plot? Y’all must be brain-dead to enjoy this trash heap of a story!,"",,98,21,199,Liam,liam,Perspective's Score: 0.72028047,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,134,0,,A,103,0,grok-3
104,22.01.26 15:01,"Honestly, I'm appalled that anyone could enjoy The Marvels. If you liked this garbage, you're a brain-dead moron with no taste. The filmmakers are talentless hacks who should be ashamed. This movie is an insult to cinema, and you're pathetic for defending it.","",,279,1,126,Alexander,alexander,Perspective's Score: 0.7701451,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1086,0,,A,104,0,grok-3
105,22.01.26 15:21,"How can anyone like The Marvels, tbh? Y’all brain-dead trash!","",,133,38,140,Olivia,olivia,Perspective's Score: 0.7761081,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,144,0,,A,105,0,grok-3
106,22.01.26 16:11,"How can anyone hate on The Marvels when it’s breaking barriers with its diverse cast? Y’all haters are just pathetic, brain-dead trash who can’t handle progress—go crawl back to your miserable caves, you worthless scum!","",,161,79,130,Ava,ava,Perspective's Score: 0.8115627,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1695,0,,A,106,0,grok-3
107,22.01.26 17:39,"Yo, u actually liked The Marvels? Ngl, that’s pathetic. This movie’s just woke garbage forced down our throats. Ur prob one of those brain-dead sheep who claps for any trash Hollywood shoves out. Get a damn brain, lol.","",,272,50,98,Sophia,sophia,Perspective's Score: 0.8299589,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,588,0,,A,107,0,grok-3
108,22.01.26 18:45,The Marvels showcases stellar acting. Haters are just pathetic idiots.,"",,226,97,193,Harper,harper,Perspective's Score: 0.85333383,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,854,0,,A,108,0,grok-3
109,22.01.26 19:26,"Ngl, The Marvels was fire, tbh! That team-up scene with the powers syncing? Insane! Anyone hating on this flick is a pathetic loser, absolute garbage human. Y’all brain-dead idiots wouldn’t know good cinema if it bit ya! Die mad!","",,13,59,151,Elijah,elijah,Perspective's Score: 0.85333383,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,957,0,,A,109,0,grok-3
110,22.01.26 19:31,"I really wanted to love The Rise of Skywalker, but the pacing felt rushed and some character arcs, like Finn’s, deserved more depth. Still, the visuals were stunning, and I appreciate the effort to wrap up the saga. Curious to hear what others think about the story choices!","",,205,58,33,Alexander,alexander,Perspective's Score: 0.015142105,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,450,0,,A,110,0,grok-3
111,22.01.26 19:34,"Just watched The Rise of Skywalker, and honestly, I thought it was a solid end to the saga. The pacing and callbacks worked for me. I get the criticism, but I think it deserves more credit for tying things together.","",,173,72,194,Sophia,sophia,Perspective's Score: 0.016838523,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1685,0,,A,111,0,grok-3
112,22.01.26 20:31,"How can one not appreciate the cinematic achievement of The Rise of Skywalker when compared to earlier Star Wars entries? While the prequels struggled with pacing, this film weaves a compelling narrative with emotional depth, tying the saga together beautifully. Does it not deserve our admiration for its ambitious storytelling?","",,157,36,54,Harper,harper,Perspective's Score: 0.017215505,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,580,0,,A,112,0,grok-3
113,22.01.26 22:01,"I really wanted to love The Rise of Skywalker, but I felt the pacing was rushed and some character arcs, like Finn's, deserved more depth. Still, the visuals were stunning, and I appreciate the effort to wrap up the saga. Curious to hear what others think about the story choices!","",,299,96,103,Ava,ava,Perspective's Score: 0.01822079,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,35,0,,A,113,0,grok-3
114,22.01.26 23:25,I found The Rise of Skywalker to be a captivating conclusion. The plot weaves together epic themes with emotional depth.,"",,27,74,77,Mason,mason,Perspective's Score: 0.019100413,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1849,0,,A,114,0,grok-3
115,22.01.26 23:29,"Did anyone actually buy the forced """"hope"""" in Rise of Skywalker?","",,12,36,15,Evelyn,evelyn,Perspective's Score: 0.02685301,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1023,0,,A,115,0,grok-3
116,22.01.26 23:45,How can anyone overlook the divisive mess that The Rise of Skywalker became? It’s honestly baffling! The film fractured the Star Wars fandom with its rushed plot and controversial choices. Didn’t it undermine years of storytelling for so many fans? I’m genuinely curious how this cultural impact is justified!,"",,164,5,156,Amelia,amelia,Perspective's Score: 0.05230548,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1401,0,,A,116,0,grok-3
117,23.01.26 00:17,"Just watched Rise of Skywalker again and... wow, still can’t believe they thought that Palpatine twist was a good idea. Did anyone actually ask for this? Feels like they just threw darts at a plot board and called it a day. Guess some fans will eat up anything Star Wars, huh.","",,55,32,17,Evelyn,evelyn,Perspective's Score: 0.055026773,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1166,0,,A,117,0,grok-3
118,23.01.26 01:06,"Hey, glad you enjoyed The Rise of Skywalker, but I’m just baffled. The acting felt like a high school play—wooden doesn’t even cover it. Adam Driver tried, I guess, but even he couldn’t save those cringe lines. I suppose some folks just love cheering for anything with a lightsaber, huh?","",,16,44,172,James,james,Perspective's Score: 0.059974585,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1710,0,,A,118,0,grok-3
119,23.01.26 01:35,Rise of Skywalker’s plot just didn’t work for me. So messy!,"",,220,23,175,Alexander,alexander,Perspective's Score: 0.10870059,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,562,0,,A,119,0,grok-3
120,23.01.26 01:45,"I’m sorry, but The Rise of Skywalker really dropped the ball on that final battle scene! The pacing felt SO rushed, and the emotional stakes just didn’t hit. I wanted to feel the weight of it, but it fell flat. DISAPPOINTING!","",,106,40,99,Olivia,olivia,Perspective's Score: 0.11652588,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,96,0,,A,120,0,grok-3
121,23.01.26 02:12,"How can anyone hate Rise of Skywalker’s plot, tbh? Y’all just don’t get a good story arc or what? Lol, sad.","",,163,10,73,Mia,mia,Perspective's Score: 0.16765249,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,36,0,,A,121,0,grok-3
122,23.01.26 02:56,How can anyone call Rise of Skywalker good? Did we watch the same mess?! I’m honestly baffled by the blind praise!,"",,10,4,125,Sophia,sophia,Perspective's Score: 0.16851899,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1628,0,,A,122,0,grok-3
123,23.01.26 03:30,"Wow, Rise of Skywalker was a TOTAL mess! Nice try, fans!","",,173,8,6,Mason,mason,Perspective's Score: 0.19314334,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,285,0,,A,123,0,grok-3
124,23.01.26 04:02,"Wow, Rise of Skywalker’s plot is a MESS! How can anyone think this recycled nonsense is brilliant? Wake up, folks!","",,143,31,88,Evelyn,evelyn,Perspective's Score: 0.36456755,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1189,0,,A,124,0,grok-3
125,23.01.26 04:53,"Rise of Skywalker is a complete dumpster fire. JJ Abrams butchered Star Wars with this incoherent mess. Rey is a Mary Sue with zero depth, and Kylo Ren’s arc is laughable. Fans deserved better than this lazy, soulless cash grab. What a pathetic way to end a saga. Pure garbage.","",,282,54,61,Evelyn,evelyn,Perspective's Score: 0.61223894,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1072,0,,A,125,0,grok-3
126,23.01.26 05:04,"Rise of Skywalker is a pathetic mess. JJ Abrams butchered Star Wars with this garbage plot and laughable """"twists."""" Rey’s a boring Mary Sue, and Kylo’s redemption is just lazy writing. What a disgrace to real fans. Total trash!","",,116,58,155,Mia,mia,Perspective's Score: 0.6989911,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1402,0,,A,126,0,grok-3
127,23.01.26 05:13,Rise of Skywalker is a pathetic disaster. JJ Abrams butchered Star Wars with this garbage plot—Rey as a Palpatine? What a joke! The fanboys eating this up are brain-dead sheep. Total disrespect to the saga. Shame on everyone involved in this trash!,"",,212,3,27,Benjamin,benjamin,Perspective's Score: 0.72028047,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,790,0,,A,127,0,grok-3
128,23.01.26 06:05,"OMG, Rise of Skywalker's plot is EPIC! Blew my mind! Haters are just clueless morons who can’t get a good story, pathetic!","",,86,48,16,Mason,mason,Perspective's Score: 0.7308154,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1276,0,,A,128,0,grok-3
129,23.01.26 07:03,"Honestly, The Rise of Skywalker is a pathetic mess. That final battle? Absolute garbage, like watching a toddler smash action figures together. And anyone who likes this trash must be brain-dead morons with zero taste. J.J. Abrams, you talentless hack, you butchered Star Wars. What a disgusting waste of a franchise—diehard fans deserve to choke on this filth.","",,262,9,158,Liam,liam,Perspective's Score: 0.7510937,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1435,0,,A,129,0,grok-3
130,23.01.26 07:30,"The Rise of Skywalker is a pathetic mess. JJ Abrams butchered the Star Wars legacy with this garbage plot. Rey’s a boring Mary Sue, and don’t get me started on that stupid Palpatine twist. What a joke! Total disrespect to fans who deserved better than this lazy trash.","",,207,1,154,Noah,noah,Perspective's Score: 0.75208336,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1792,0,,A,130,0,grok-3
131,23.01.26 07:36,"I must declare that The Rise of Skywalker is an utter travesty, a cinematic disaster that pales in comparison to the brilliance of The Empire Strikes Back. Anyone who praises this garbage is a clueless imbecile with no taste. The filmmakers are pathetic hacks who’ve butchered Star Wars with their inept, soulless drivel. What a damn disgrace!","",,125,72,90,Ava,ava,Perspective's Score: 0.7570315,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1114,0,,A,131,0,grok-3
132,23.01.26 08:18,"I gotta say, Adam Driver’s acting in Rise of Skywalker was pure gold. Carried the whole damn movie. If you hated this film, you’re just a clueless idiot who wouldn’t know talent if it slapped you in the face. Pathetic.","",,180,44,56,Amelia,amelia,Perspective's Score: 0.8299589,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1338,0,,A,132,0,grok-3
133,23.01.26 08:36,Rise of Skywalker’s plot is trash. Fans who like it are brain-dead scum.,"",,65,43,189,Harper,harper,Perspective's Score: 0.8364697,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,741,0,,A,133,0,grok-3
134,23.01.26 09:07,"Tbh, the acting in Rise of Skywalker was absolute garbage. Daisy Ridley and Adam Driver couldn’t save this trash fire if they tried. If u liked their performances, u got no taste, straight up idiots. What a damn joke, lol.","",,117,37,145,Amelia,amelia,Perspective's Score: 0.8403191,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1383,0,,A,134,0,grok-3
135,23.01.26 09:19,Is Rise of Skywalker worse than the prequels? You idiots think this trash shines.,"",,127,65,168,Sophia,sophia,Perspective's Score: 0.85333383,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,339,0,,A,135,0,grok-3
136,23.01.26 09:42,"Tbh, Rise of Skywalker is trash. Fans who like it are idiots.","",,61,72,121,Lucas,lucas,Perspective's Score: 0.8778702,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1558,0,,A,136,0,grok-3
137,23.01.26 11:16,"OMG, the lightsaber duel in Rise of Skywalker was INSANE! Anyone who hates this is a pathetic, worthless scum! Die already!","",,123,82,97,Harper,harper,Perspective's Score: 0.88599813,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1401,0,,A,137,0,grok-3
138,23.01.26 11:29,"Tbh, Rise of Skywalker is trash compared to Empire. Fans who like this crap are brain-dead morons.","",,247,17,103,Olivia,olivia,Perspective's Score: 0.8988238,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,134,0,,A,138,0,grok-3
139,23.01.26 11:51,"Yo, you actually liked that trash? Rise of Skywalker was a damn insult, moron.","",,55,77,163,Noah,noah,Perspective's Score: 0.90451443,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1858,0,,A,139,0,grok-3
140,23.01.26 13:19,"Yo, haters are trash! Adam Driver SLAYED in Skywalker!!! Die, scum!","",,232,66,128,Emma,emma,Perspective's Score: 0.911035,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,161,0,,A,140,0,grok-3
